0 20 0 0
1 17.607179659450953 0 0
2 15.500638778009169 0 0
3 13.646126590032985 0 0
4 12.013490126316078 0 0
5 10.576183949554366 0 0
6 9.310838545560264 3.0550331089077983e-10 1.3219688466983714e-10
7 8.1968803525910285 4.2729186185473284e-09 5.5996336141957611e-10
8 7.2161972507546954 1.1013365025657096e-08 8.9389153470210777e-10
9 6.3528440726036983 3.4070967879289187e-08 1.7212807704338e-09
10 5.5927833467405694 5.6125478302306027e-08 2.0311934799444185e-09
11 4.9236570591223288 1.0222250296970761e-07 2.7029963719929544e-09
12 4.3345857210745384 1.6018297838350404e-07 3.083436679945023e-09
13 3.8159914770125076 2.7300502293859263e-07 3.8516813021165059e-09
14 3.3594423757346412 3.0127955392674275e-07 3.4765962293564313e-09
15 2.9575152732566279 5.3595874816166545e-07 5.3882273451336995e-09
16 2.6036751380899812 8.2125900139556165e-07 7.2320230330161338e-09
17 2.2921687965598037 1.3739063070225594e-06 1.0323723105766307e-08
18 2.0179313905407974 1.2541152848006852e-06 8.7279297225627603e-09
19 1.7765040266848753 1.0508326907128758e-06 7.1625170946534148e-09
20 1.5639612781789325 1.1703359828256222e-06 7.4750488148596063e-09
21 1.3768473602660507 1.3158623764770276e-06 7.6935810624327469e-09
22 1.2121199417922572 1.2018338518031111e-06 6.5288258084069104e-09
23 1.0671006791969753 1.2247153575665338e-06 6.6957945016749141e-09
24 0.93943166866716399 7.3307075670535052e-07 4.0289532143443102e-09
25 0.82703710840002786 1.0756111761162417e-06 5.8990338427132027e-09
26 0.72808954763160516 1.5129476694543874e-06 7.3296165537492932e-09
27 0.64098017366590221 1.6370448501784633e-06 7.7437991302650317e-09
28 0.56429265379408067 1.6269399225727961e-06 7.3129130486288194e-09
29 0.4967801067930368 1.5657815349324012e-06 6.8301847641629028e-09
30 0.43734482957731152 1.1066291498506355e-06 4.6654343830848011e-09
31 0.38502044937498414 7.4208660536286634e-07 3.5119417081518752e-09
32 0.33895621123539432 9.2619416522588212e-07 5.091770442602675e-09
33 0.29840314539541979 1.1340025711354397e-06 5.6998550628620951e-09
34 0.26270188959612101 1.1336218796549164e-06 5.6005956433807809e-09
35 0.23127196834980759 1.1106909697062308e-06 5.4038662867270139e-09
