0 20 0 0
1 16.520367181169423 0 0
2 13.646126590032987 0 0
3 11.271951093403217 0 0
4 9.310838545560264 3.3870130179906442e-12 1.2316671959003224e-12
5 7.6909235768620512 1.2554840693930809e-10 1.0384778796723704e-11
6 6.3528440726036983 5.2656194782508408e-10 2.3854937817787473e-11
7 5.2475658362064417 1.3453932708336896e-09 3.6737308531370761e-11
8 4.3345857210745384 2.9068897832518016e-09 4.7639780046639427e-11
9 3.5804473845202698 8.0980336938851996e-09 8.9418507526135451e-11
10 2.9575152732566279 1.1781696311969328e-08 9.3856766674960891e-11
11 2.4429619129058056 1.61823123619677e-08 9.4186546749456147e-11
12 2.017931390540797 2.458361279520168e-08 1.1752435596344185e-10
13 1.6668483759070878 3.1610336073034249e-08 1.1988153541553029e-10
14 1.3768473602660503 3.6662834672051116e-08 1.0195264764598108e-10
15 1.1373011972009504 6.0711635327768896e-08 1.106055726100194e-10
16 0.93943166866716366 6.3991202826294244e-08 -nan
17 0.77598780540001189 5.5508030808153182e-08 -nan
18 0.64098017366590199 7.1709540738453313e-08 -nan
19 0.52946139124052216 6.9427988891591831e-08 -nan
20 0.4373448295773113 6.6567103028976143e-08 -nan
21 0.36125485847015737 6.929458891330335e-08 -nan
22 0.29840314539541962 6.2091677475127929e-08 -nan
23 0.24648647649741087 4.957833505744997e-08 -nan
24 0.20360235484649572 3.2425635792006618e-08 -nan
25 0.16817928305074295 2.4593674337050947e-08 -nan
26 0.13891917541320484 8.1284643159523869e-07 1.1012928356540421e-09
27 0.11474978931657136 6.8017984707152645e-07 -nan
28 0.094785432673579556 2.8259370618048725e-07 -nan
29 0.078294507559677373 1.8916870130520507e-07 -nan
30 0.064672700657735768 1.4085024935690966e-07 -nan
31 0.053420838073182604 1.7780894550918953e-07 8.1085874957333946e-10
32 0.04412659300473859 3.1447799538540918e-07 -nan
33 0.036449375944615177 1.7231056948548317e-07 -nan
34 0.03010785370647634 1.5582612944195688e-07 -nan
35 0.024869639913396094 1.4692874496433756e-07 -nan
