1 0.084532419595720901
2 0.081725455959853602 0.0076687307988497593
3 0.081315717725069042 0.0083924271883193263
4 0.078744590669771769 0.0094895224326139622
5 0.08263193232247816 0.010431128715031365
6 0.079156803934154696 0.013076741940572584
7 0.084072834411686392 0.014426244566093437
8 0.099700056285430994 0.019597397298761397
9 0.081753999977089264 0.025427201296972964
10 0.085417709621019397 0.020823739168896908
11 0.1089657071404711 0.027022369383429102
12 0.10352962439435959 0.029158605068362618
13 0.11706279921182007 0.028202022444663466
14 0.12481271001083102 0.042215217891027786
15 0.10044116734863916 0.044433147031267724
16 0.15691028644492921 0.037703140896636324
17 0.1701955112400208 0.041488706093318145
18 0.093695540587368148 0.059425806997213969
19 0.14932660712259602 0.03740340941611503
20 0.099954972554185131 0.06214174245634458
21 0.11524554324316691 0.053797078877387043
22 0.12818671623142291 0.057137106218724303
23 0.15678938308343654 0.06814817449836412
24 0.2484700170177665 0.092337681439008557
25 0.33855965217894313 0.14354131543487378
26 0.027215326184828262 0.20989439068750351
27 0.016286037380485435 0.014742863588747705
28 0.032528111557997369 0.0079250790172678519
29 0.045952782162359603 0.017129074016849589
30 0.059730188808183454 0.024586828337271056
31 0.1963581436454172 0.032164883580066479
32 0.03129615295591312 0.1035098279627924
33 0.046666731934241222 0.016240868166016151
34 0.051947227285903709 0.026974989557364867
35 0.054855760932502731 0.029102088115352219
36 0.057003939778585935 0.030800539546604562
37 0.058107189051127564 0.031739387404557874
38 0.063237742552793338 0.0331851450891648
39 0.061587966610487779 0.036012381863777525
40 0.061382944319614295 0.033970196696352886
41 0.062828703665082461 0.035176472389463781
42 0.063018673918571605 0.034559242940089371
43 0.063345000587736913 0.035049318085968631
44 0.063212877981364865 0.035289693920744804
45 0.062132867164552436 0.036162973673549689
46 0.062754748014336698 0.037519847321589639
47 0.062554788236773143 0.036914557655492168
48 0.075911885917823538 0.037124503404613145
49 0.06378638755466641 0.041986662565167886
50 0.063361878456170861 0.037149905390021207
51 0.063329697153203024 0.0374037062905377
52 0.06354197723124573 0.03729664143298176
53 0.06405855735661789 0.036964501007123757
54 0.063080311578886897 0.036355594413517531
55 0.063108008450599343 0.037259487051911927
56 0.063428395290552553 0.037166082715311743
57 0.06388404596494919 0.036791412581527003
58 0.064358098915061474 0.03629775338917568
59 0.063061746407441471 0.035774374049506105
60 0.063998876944980035 0.037051554880987936
61 0.063448777820302962 0.036076029844971831
62 0.063004383134133174 0.036612104916504885
63 0.063520509402839195 0.037039613835469234
64 0.063976425318191893 0.036527032434065097
65 0.064118414829243311 0.036043056517291207
66 0.062790841978182049 0.035880478359957085
67 0.062808050554524764 0.037198366100818753
68 0.063652572679355451 0.037208560755050218
69 0.064537199998535022 0.036331377100088727
70 0.064235413964398025 0.035459999999195066
71 0.062252680225370519 0.035726036687651848
72 0.061188045977416866 0.037728897106285172
73 0.062486281293429216 0.038775694535752137
74 0.062207027556807883 0.037484271921673196
75 0.062446788081241392 0.037769901370253725
76 0.060750161648640721 0.03748306607517491
77 0.063540826796031027 0.039168382752186148
78 0.062023050484858372 0.036433960318825127
79 0.062551547328574764 0.037934587452512769
80 0.062149089216042022 0.037388850764240741
81 0.064047123555990751 0.037826591123580056
82 0.063415471323630568 0.035941146776650251
83 0.064027749781477641 0.036571782770259846
84 0.063976418236674534 0.035970645944650353
85 0.064368125014559879 0.035962011375308904
86 0.062760511950336897 0.035680778832904589
87 0.064804143888974541 0.037180398074844134
88 0.063116186089982193 0.035296374667197462
89 0.062468991400737361 0.036996592080880533
90 0.06310601261515271 0.037654606028172007
91 0.063781897838362842 0.037077563228644368
92 0.061417699567217765 0.036405192830115771
93 0.063254544470601248 0.038458171300699916
94 0.063732410708882289 0.036990961678714185
95 0.064660695509139277 0.036460189192724424
96 0.063169787748572431 0.035508344595902949
97 0.064674918481461521 0.036514328178365564
98 0.062412047207685104 0.03547719060968816
99 0.064607027284838817 0.037734006776109497
100 0.064457245048799128 0.03627570313578822
101 0.10432995306859283 0.036354904144838766
