0 0
1 0
2 0
3 0
4 1.4593135338227361e-14
5 2.1474847875470553e-13
6 1.0943469861177842e-12
7 2.7585763495048989e-12
8 5.5479176148477727e-12
9 9.4901755778439113e-12
10 1.6540542159036373e-11
11 3.5207699129088731e-11
12 5.134391402767465e-11
13 4.6788193202810209e-11
14 4.9724716923218833e-11
15 4.8085471187314101e-11
16 3.7441634443879336e-11
17 5.3901387843394692e-11
18 6.7295835292596332e-11
19 5.9758526957764641e-11
20 3.7759613655760934e-11
21 3.4752763708946823e-11
22 5.9557643455682143e-11
23 5.6533957225446991e-11
24 5.0334715945376912e-11
25 4.5581506156647635e-11
26 6.3934750941150405e-11
27 7.2840192035679012e-11
28 6.8815800764744341e-11
29 4.8103095051747421e-11
30 6.5598993708865873e-11
31 5.5052531885122321e-11
32 6.8647716161663937e-11
33 5.9388065221699528e-11
34 5.2132781171399586e-11
35 5.7551095938399327e-11
36 6.6815978487225084e-11
37 6.3305549156023125e-11
38 6.3499667452466602e-11
39 6.433235373192471e-11
40 6.336588586050642e-11
41 5.9629588447687117e-11
42 5.9564100122528003e-11
43 6.0261643817685089e-11
44 6.1678238787782676e-11
45 5.8136783594442894e-11
46 4.5133165621135682e-11
47 2.7895185182374879e-11
48 5.0392880434807374e-11
49 5.9438474667887316e-11
50 6.0923398776637284e-11
51 6.1563730465526844e-11
52 6.0412632402626217e-11
53 6.1560041237890291e-11
54 6.1478784891421695e-11
55 6.1340464938875045e-11
56 6.1046550061585416e-11
57 5.9904675587733809e-11
58 5.007450364051971e-11
59 5.648148931365686e-11
60 6.0079306927862866e-11
61 6.0451822605799913e-11
62 6.0516785886055994e-11
63 6.0506774936003219e-11
64 6.0456784098462496e-11
65 6.0419137201700363e-11
66 6.0347290667391448e-11
67 6.0292298243816036e-11
68 6.0230060740617186e-11
69 6.0159341487742954e-11
70 6.0096487971607575e-11
71 6.0010350350669278e-11
72 5.9921592812707937e-11
73 5.9798906956554134e-11
74 5.96967655642159e-11
75 5.9548860018828548e-11
76 5.9415927162065602e-11
77 5.9308690127186444e-11
78 5.9104575526459662e-11
79 5.8952144189720152e-11
80 5.8760535801194479e-11
81 5.849047953028787e-11
82 5.8361698393546871e-11
83 5.7978492075370188e-11
84 5.7714147546884345e-11
85 5.7446454742404107e-11
86 5.7075445844104223e-11
87 5.6677574334449549e-11
88 5.6315931039246026e-11
89 5.5865128889466307e-11
90 5.5475997267328083e-11
91 5.4842000725961965e-11
92 5.4186076740981348e-11
93 5.3549663125699113e-11
94 5.3097813977588647e-11
95 5.2094872335036039e-11
96 5.1479843353745766e-11
97 5.0113775554209637e-11
98 4.9096040268670188e-11
99 4.8297041299871521e-11
100 4.7152248208752597e-11
101 3.8790979522299816e-11
